custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
4051-ZFNLDY-SAH,3.00,1.00,1.00,22.00,2.00,June,14.00,2.00,2.00,0.00,0.00,1.00,0.00,33.00,3.50,2.00,5.40,0.41,-0.90,1.38,0.32,0.00,2.00,1.00,14.00,2.00,5.00,3.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,3.00,2.00,1.00,1.00,1.00,1.00,9.20,1.00,0.00,0.00,3.00,2.00,29.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6.00,1.00,0.00,0.00,2.00,1.00,2.00,0.00,4.00,2.00,3.00,1.00,4.00,0.00,4.00,2.00,6.00,64.53,1.00,13.47,1.00,1.00,18.00,0.00,7.50,2.01,116.70,4.76,1.00,23.00,3.14,398.65,5.99,1.00,30.00,3.40,478.95,6.17,1.00,15.25,2.72,255.00,5.54,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,18.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
1433-UGBLZP-ZRQ,3.00,2.00,0.00,78.00,6.00,October,19.00,4.00,6.00,0.00,26.00,5.00,1.00,10.00,2.30,1.00,12.80,0.15,-1.89,1.13,0.12,0.00,4.00,0.00,-1.00,-1.00,1.00,4.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,2.00,2.00,1.00,0.00,4.80,1.00,1.00,0.00,10.00,5.00,29.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,9.00,4.00,1.00,0.00,1.00,4.00,2.00,3.00,1.00,10.00,3.00,1.00,4.00,1.00,0.00,7.00,3.00,10.00,167.73,6.00,124.19,1.00,2.00,26.00,1.00,5.70,1.74,170.45,5.14,1.00,22.00,3.09,571.85,6.35,1.00,44.80,3.80,1075.45,6.98,0.00,0.00,#NULL!,0.00,#NULL!,1.00,38.35,3.65,963.00,6.87,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
1836-EZLELE-1RD,2.00,1.00,1.00,52.00,5.00,August,22.00,5.00,2.00,1.00,3.00,2.00,0.00,35.00,3.56,2.00,9.70,0.55,-0.60,2.85,1.05,1.00,1.00,1.00,16.00,3.00,2.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,2.00,19.00,4.00,3.00,0.00,0.00,19.40,1.00,0.00,0.00,1.00,1.00,22.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,4.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,35.00,5.00,4.00,2.00,2.00,0.00,27.00,5.00,17.00,660.57,6.00,278.15,0.00,2.00,64.00,0.00,13.35,2.59,855.80,6.75,0.00,0.00,#NULL!,0.00,#NULL!,1.00,56.35,4.03,3646.00,8.20,1.00,37.25,3.62,2290.00,7.74,1.00,47.00,3.85,2948.90,7.99,1.00,1.00,1.00,4.00,1.00,0.00,1.00,0.00,1.00,1.00,16.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
3916-NWERMD-49E,5.00,5.00,1.00,77.00,6.00,September,17.00,4.00,5.00,0.00,38.00,5.00,1.00,35.00,3.56,2.00,20.00,2.19,0.78,4.81,1.57,0.00,5.00,1.00,12.00,2.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00,1.00,48.00,5.00,2.00,1.00,0.00,22.00,2.00,1.00,0.00,1.00,1.00,31.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,9.00,2.00,0.00,1.00,1.00,1.00,3.00,3.00,0.00,40.00,5.00,2.00,1.00,4.00,0.00,29.00,5.00,10.00,458.10,6.00,210.04,0.00,2.00,72.00,0.00,33.95,3.52,2470.60,7.81,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,30.25,3.41,2185.00,7.69,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,20.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
7538-FFAWBT-ZCE,2.00,2.00,1.00,45.00,4.00,November,21.00,5.00,6.00,0.00,14.00,4.00,0.00,215.00,5.37,5.00,17.30,12.94,2.56,24.25,3.19,1.00,5.00,0.00,-1.00,-1.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,3.00,18.00,4.00,1.00,1.00,1.00,80.90,3.00,0.00,1.00,3.00,2.00,27.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,2.00,1.00,1.00,0.00,1.00,4.00,2.00,0.00,18.00,5.00,4.00,4.00,4.00,0.00,17.00,5.00,11.00,665.76,3.00,204.43,0.00,3.00,43.00,1.00,18.95,2.94,816.10,6.70,1.00,24.75,3.21,1022.40,6.93,0.00,0.00,#NULL!,0.00,#NULL!,1.00,14.25,2.66,595.00,6.39,1.00,34.30,3.54,1440.30,7.27,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,26.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00
7896-NRGKAL-CX3,3.00,3.00,1.00,79.00,6.00,February,10.00,1.00,6.00,0.00,34.00,5.00,1.00,9.00,2.20,1.00,13.80,0.66,-0.41,0.58,-0.54,0.00,4.00,1.00,13.00,2.00,2.00,7.00,0.00,2.00,0.00,0.00,0.00,0.00,5.00,1.00,4.00,40.00,5.00,1.00,0.00,0.00,4.70,1.00,0.00,1.00,4.00,3.00,21.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,5.00,0.00,0.00,0.00,5.00,2.00,4.00,1.00,40.00,5.00,3.00,1.00,1.00,0.00,30.00,5.00,8.00,96.80,0.00,0.00,0.00,2.00,72.00,0.00,37.55,3.63,2704.70,7.90,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,30.75,3.43,2180.00,7.69,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,25.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
5252-VCMHWS-YAY,3.00,2.00,0.00,38.00,4.00,August,14.00,2.00,3.00,0.00,9.00,3.00,0.00,59.00,4.08,3.00,27.10,3.85,1.35,12.14,2.50,0.00,5.00,1.00,12.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,14.00,3.00,1.00,0.00,1.00,26.70,2.00,1.00,0.00,3.00,2.00,27.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,6.00,0.00,0.00,0.00,3.00,3.00,2.00,0.00,20.00,5.00,1.00,4.00,1.00,0.00,20.00,5.00,6.00,278.20,5.00,347.63,1.00,1.00,64.00,0.00,9.80,2.28,641.10,6.46,1.00,24.50,3.20,1446.30,7.28,0.00,0.00,#NULL!,0.00,#NULL!,1.00,25.25,3.23,1605.00,7.38,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,20.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
6769-JJLIDF-947,3.00,2.00,0.00,34.00,3.00,July,19.00,4.00,5.00,1.00,5.00,2.00,0.00,41.00,3.71,2.00,9.60,0.23,-1.46,3.70,1.31,0.00,4.00,1.00,19.00,4.00,4.00,10.00,0.00,2.00,0.00,0.00,0.00,0.00,8.00,1.00,3.00,13.00,3.00,2.00,1.00,1.00,18.00,1.00,0.00,0.00,8.00,4.00,26.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,9.00,4.00,0.00,0.00,1.00,4.00,2.00,2.00,0.00,15.00,4.00,3.00,3.00,4.00,0.00,11.00,4.00,11.00,200.54,4.00,72.93,0.00,3.00,29.00,0.00,7.50,2.01,218.90,5.39,1.00,13.25,2.58,421.95,6.04,0.00,0.00,#NULL!,0.00,#NULL!,1.00,6.75,1.91,205.00,5.32,1.00,27.85,3.33,765.70,6.64,0.00,1.00,1.00,4.00,0.00,1.00,0.00,0.00,1.00,1.00,21.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
3041-CFQIHA-0PK,3.00,5.00,1.00,68.00,6.00,July,8.00,1.00,2.00,1.00,8.00,3.00,1.00,18.00,2.89,1.00,2.00,0.08,-2.48,0.28,-1.29,1.00,1.00,0.00,-1.00,-1.00,1.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,7.00,2.00,2.00,0.00,1.00,7.30,1.00,0.00,0.00,8.00,4.00,33.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,9.00,2.00,1.00,0.00,1.00,3.00,4.00,4.00,0.00,9.00,3.00,5.00,4.00,3.00,0.00,6.00,3.00,13.00,217.71,4.00,110.33,0.00,2.00,18.00,0.00,5.25,1.66,96.60,4.57,1.00,21.25,3.06,367.40,5.91,0.00,0.00,#NULL!,0.00,#NULL!,1.00,34.50,3.54,620.00,6.43,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,15.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
4781-EJROCZ-AWL,3.00,4.00,1.00,61.00,5.00,August,20.00,5.00,1.00,0.00,15.00,4.00,0.00,115.00,4.74,4.00,10.60,6.85,1.92,5.34,1.68,0.00,4.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,17.00,4.00,2.00,1.00,0.00,58.20,3.00,1.00,0.00,1.00,1.00,29.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,9.00,4.00,0.00,0.00,0.00,4.00,4.00,2.00,0.00,20.00,5.00,2.00,2.00,1.00,0.00,17.00,5.00,14.00,345.54,3.00,71.82,1.00,3.00,45.00,1.00,13.85,2.63,570.00,6.35,1.00,35.50,3.57,1604.15,7.38,1.00,58.20,4.06,2547.70,7.84,1.00,57.00,4.04,2475.00,7.81,1.00,85.25,4.45,3817.45,8.25,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,24.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00
2921-DTOPPT-VTK,3.00,1.00,1.00,55.00,5.00,September,18.00,4.00,1.00,0.00,4.00,2.00,0.00,217.00,5.38,5.00,2.90,0.85,-0.16,5.44,1.69,0.00,2.00,1.00,16.00,3.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,26.00,5.00,3.00,1.00,1.00,85.30,3.00,0.00,1.00,1.00,1.00,21.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,5.00,1.00,0.00,0.00,2.00,2.00,2.00,0.00,11.00,4.00,4.00,3.00,1.00,0.00,9.00,3.00,10.00,544.70,8.00,278.30,1.00,1.00,34.00,1.00,11.20,2.42,383.15,5.95,1.00,32.25,3.47,1106.45,7.01,1.00,48.55,3.88,1603.60,7.38,1.00,31.25,3.44,1045.00,6.95,1.00,41.05,3.71,1325.70,7.19,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,22.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
8823-OHFZTW-1VO,4.00,1.00,1.00,37.00,4.00,March,17.00,4.00,2.00,1.00,3.00,2.00,0.00,37.00,3.61,2.00,11.40,0.66,-0.41,3.56,1.27,1.00,1.00,1.00,15.00,3.00,3.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,12.00,3.00,3.00,1.00,1.00,14.10,1.00,0.00,0.00,1.00,1.00,25.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,4.00,1.00,0.00,0.00,1.00,2.00,1.00,0.00,19.00,5.00,3.00,3.00,2.00,0.00,19.00,5.00,14.00,1048.67,11.00,665.69,1.00,2.00,57.00,0.00,15.85,2.76,975.20,6.88,0.00,0.00,#NULL!,0.00,#NULL!,1.00,33.50,3.51,1866.40,7.53,1.00,43.50,3.77,2490.00,7.82,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,26.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
9924-PVEYVX-VBS,5.00,4.00,1.00,38.00,4.00,December,9.00,1.00,4.00,0.00,17.00,5.00,0.00,32.00,3.47,2.00,5.70,0.86,-0.15,0.96,-0.04,0.00,2.00,1.00,9.00,1.00,6.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,3.00,17.00,4.00,2.00,0.00,0.00,20.00,2.00,0.00,1.00,1.00,1.00,25.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,4.00,1.00,1.00,0.00,2.00,4.00,4.00,0.00,20.00,5.00,3.00,3.00,3.00,0.00,20.00,5.00,12.00,318.29,5.00,92.94,0.00,1.00,68.00,0.00,15.30,2.73,1051.05,6.96,1.00,52.25,3.96,3545.20,8.17,0.00,0.00,#NULL!,0.00,#NULL!,1.00,33.00,3.50,2240.00,7.71,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,27.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
8685-HTXFEY-GTL,1.00,1.00,0.00,79.00,6.00,April,9.00,1.00,4.00,1.00,30.00,5.00,1.00,13.00,2.56,1.00,0.50,0.00,-5.31,0.06,-2.81,0.00,5.00,1.00,12.00,2.00,2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,46.00,5.00,4.00,0.00,0.00,8.50,1.00,0.00,1.00,1.00,1.00,24.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,5.00,0.00,0.00,1.00,2.00,1.00,2.00,0.00,40.00,5.00,3.00,2.00,1.00,0.00,30.00,5.00,10.00,225.92,10.00,210.85,0.00,2.00,72.00,0.00,79.05,4.37,5622.30,8.63,1.00,48.75,3.89,3603.30,8.19,0.00,0.00,#NULL!,0.00,#NULL!,1.00,29.25,3.38,2055.00,7.63,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,22.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
4441-EWQOTK-QSQ,5.00,2.00,0.00,50.00,5.00,August,15.00,3.00,1.00,0.00,12.00,4.00,0.00,72.00,4.28,3.00,9.70,0.54,-0.62,6.45,1.86,0.00,3.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,12.00,3.00,2.00,1.00,1.00,30.40,2.00,0.00,0.00,1.00,1.00,18.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,9.00,4.00,0.00,0.00,1.00,4.00,1.00,1.00,0.00,9.00,3.00,3.00,2.00,2.00,0.00,8.00,3.00,9.00,143.54,2.00,43.68,0.00,2.00,25.00,0.00,4.80,1.57,118.65,4.78,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,9.25,2.22,215.00,5.37,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,15.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
2565-TQCKTW-KEK,5.00,4.00,1.00,52.00,5.00,December,14.00,2.00,3.00,0.00,10.00,3.00,0.00,80.00,4.38,4.00,11.00,1.13,0.12,7.67,2.04,0.00,1.00,1.00,17.00,4.00,2.00,12.00,0.00,3.00,0.00,0.00,4.00,0.00,5.00,1.00,1.00,27.00,5.00,1.00,1.00,1.00,37.80,2.00,0.00,1.00,5.00,3.00,32.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.00,5.00,0.00,1.00,1.00,1.00,3.00,3.00,1.00,23.00,5.00,4.00,2.00,3.00,0.00,19.00,5.00,8.00,814.49,9.00,715.08,0.00,3.00,55.00,0.00,16.20,2.79,875.50,6.77,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,47.00,3.85,2655.00,7.88,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
5072-BTZWQR-C58,2.00,3.00,1.00,36.00,4.00,November,17.00,4.00,2.00,0.00,1.00,1.00,0.00,45.00,3.81,2.00,11.90,1.52,0.42,3.83,1.34,1.00,4.00,1.00,18.00,4.00,2.00,7.00,0.00,1.00,0.00,0.00,0.00,0.00,6.00,0.00,2.00,5.00,2.00,2.00,1.00,0.00,23.40,2.00,1.00,0.00,1.00,1.00,27.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.00,2.00,0.00,0.00,1.00,2.00,3.00,2.00,0.00,12.00,4.00,1.00,3.00,1.00,0.00,10.00,3.00,11.00,577.77,9.00,383.90,0.00,3.00,33.00,0.00,9.25,2.22,308.75,5.73,0.00,0.00,#NULL!,0.00,#NULL!,1.00,33.25,3.50,1071.25,6.98,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,21.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
4699-UUYJVC-WQ2,1.00,3.00,0.00,79.00,6.00,November,10.00,1.00,1.00,1.00,10.00,3.00,1.00,9.00,2.20,1.00,16.30,0.47,-0.75,0.99,-0.01,0.00,5.00,0.00,-1.00,-1.00,1.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,2.00,15.00,3.00,1.00,1.00,0.00,5.80,1.00,0.00,1.00,4.00,3.00,20.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,4.00,0.00,0.00,1.00,3.00,4.00,4.00,1.00,12.00,4.00,5.00,4.00,2.00,0.00,9.00,3.00,8.00,82.71,1.00,12.59,1.00,3.00,23.00,0.00,7.95,2.07,185.40,5.22,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,20.50,3.02,525.00,6.26,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5454-ZOHFBJ-M9C,5.00,1.00,0.00,37.00,4.00,June,17.00,4.00,3.00,0.00,10.00,3.00,0.00,39.00,3.66,2.00,5.10,0.24,-1.42,1.75,0.56,0.00,3.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,5.00,2.00,1.00,1.00,1.00,22.00,2.00,0.00,1.00,8.00,4.00,18.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,9.00,5.00,1.00,0.00,1.00,4.00,4.00,1.00,0.00,16.00,5.00,3.00,1.00,3.00,1.00,11.00,4.00,16.00,294.00,2.00,43.64,1.00,1.00,39.00,0.00,16.90,2.83,641.05,6.46,1.00,21.00,3.04,736.50,6.60,0.00,0.00,#NULL!,0.00,#NULL!,1.00,36.50,3.60,1420.00,7.26,1.00,37.50,3.62,1410.50,7.25,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,21.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00
2066-HGNCKH-MN1,2.00,1.00,1.00,72.00,6.00,February,14.00,2.00,6.00,0.00,31.00,5.00,1.00,40.00,3.69,2.00,4.80,0.65,-0.44,1.27,0.24,0.00,4.00,0.00,-1.00,-1.00,1.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,1.00,1.00,25.00,4.00,3.00,1.00,1.00,17.00,1.00,0.00,0.00,1.00,1.00,18.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,3.00,3.00,3.00,0.00,36.00,5.00,2.00,4.00,2.00,0.00,28.00,5.00,13.00,246.89,9.00,273.12,0.00,3.00,69.00,0.00,11.90,2.48,824.85,6.72,1.00,33.00,3.50,2247.30,7.72,0.00,0.00,#NULL!,0.00,#NULL!,1.00,15.25,2.72,975.00,6.88,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,20.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
9528-AHOUXQ-SI4,4.00,5.00,1.00,21.00,2.00,June,10.00,1.00,6.00,0.00,2.00,2.00,0.00,20.00,3.00,1.00,2.50,0.08,-2.49,0.42,-0.87,0.00,2.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,3.00,1.00,1.00,10.60,1.00,1.00,0.00,1.00,1.00,29.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,5.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,3.00,2.00,5.00,3.00,4.00,0.00,4.00,2.00,10.00,278.31,2.00,43.27,1.00,1.00,14.00,0.00,6.20,1.82,73.70,4.30,1.00,11.50,2.44,152.85,5.03,0.00,0.00,#NULL!,0.00,#NULL!,1.00,4.75,1.56,45.00,3.81,1.00,16.20,2.79,238.70,5.48,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,18.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1079-FSEZJD-9HG,2.00,1.00,1.00,19.00,2.00,December,14.00,2.00,1.00,0.00,0.00,1.00,0.00,27.00,3.30,2.00,23.10,3.41,1.23,2.83,1.04,1.00,1.00,1.00,16.00,3.00,5.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,4.00,1.00,1.00,10.90,1.00,0.00,1.00,1.00,1.00,21.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,5.00,1.00,0.00,0.00,3.00,4.00,4.00,0.00,1.00,1.00,2.00,1.00,4.00,0.00,2.00,2.00,6.00,129.89,3.00,89.03,0.00,3.00,9.00,0.00,3.05,1.12,19.40,2.97,1.00,12.00,2.48,102.45,4.63,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,22.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9442-PZDUNS-T90,4.00,5.00,1.00,59.00,5.00,August,20.00,5.00,1.00,0.00,7.00,3.00,0.00,42.00,3.74,2.00,8.20,1.65,0.50,1.80,0.59,0.00,1.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,16.00,4.00,2.00,1.00,0.00,11.60,1.00,0.00,0.00,1.00,1.00,35.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,9.00,2.00,0.00,0.00,0.00,1.00,2.00,3.00,0.00,8.00,3.00,4.00,3.00,3.00,1.00,7.00,3.00,6.00,273.04,3.00,163.79,1.00,1.00,19.00,0.00,9.40,2.24,173.70,5.16,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,21.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
3492-PWKNLU-J0U,3.00,1.00,0.00,57.00,5.00,August,7.00,1.00,1.00,0.00,18.00,5.00,0.00,62.00,4.13,3.00,10.50,3.77,1.33,2.74,1.01,0.00,5.00,1.00,8.00,1.00,2.00,4.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,1.00,3.00,35.00,5.00,3.00,1.00,0.00,24.80,2.00,0.00,1.00,1.00,1.00,25.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5.00,0.00,1.00,0.00,1.00,4.00,4.00,0.00,40.00,5.00,4.00,4.00,4.00,0.00,30.00,5.00,9.00,258.75,7.00,462.26,1.00,1.00,72.00,0.00,42.45,3.75,3010.50,8.01,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,61.25,4.11,4385.00,8.39,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,13.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
